501,788,570,779,595,698,1023,1023,1023,1023,1023,512,0,0,1023,512,P
390,763,616,794,754,630,1023,1023,1023,1023,512,1023,512,0,1023,0,Y
390,835,609,810,739,707,1023,1023,512,1023,512,1023,512,0,1023,512,N
391,844,612,769,582,719,1023,1023,1023,1023,512,1023,512,0,1023,0,U
369,800,557,957,669,720,1023,1023,1023,512,512,1023,512,0,1023,512,O
386,821,591,804,713,612,1023,1023,1023,1023,1023,512,0,0,1023,512,T
386,823,591,797,713,610,1023,1023,1023,1023,1023,512,0,0,1023,512,T
397,838,601,833,589,756,1023,1023,1023,512,1023,1023,0,0,1023,512,D
407,757,479,746,694,743,1023,1023,1023,1023,1023,1023,0,0,512,512,F
403,843,626,758,585,713,1023,1023,1023,1023,1023,512,0,512,1023,0,R
406,848,623,766,590,735,1023,1023,1023,1023,1023,512,0,512,1023,0,R
388,826,606,805,734,711,1023,1023,512,1023,512,1023,512,0,1023,512,N
388,822,590,794,714,613,1023,1023,1023,1023,1023,512,0,0,1023,512,T
397,835,600,833,588,755,1023,1023,1023,512,1023,1023,0,0,1023,512,D
415,837,599,813,605,682,1023,1023,1023,1023,1023,512,0,0,1023,512,K
402,831,613,832,714,710,1023,1023,1023,1023,512,1023,512,0,1023,0,C
384,837,644,858,752,804,1023,1023,1023,1023,512,1023,512,0,1023,0,S
393,857,625,819,730,779,1023,512,1023,1023,512,1023,512,0,1023,512,E
405,772,490,752,595,732,1023,1023,1023,1023,512,1023,512,0,1023,0,B
407,845,622,830,581,609,1023,1023,1023,1023,1023,1023,0,0,1023,0,L
412,836,599,802,605,674,1023,1023,1023,1023,1023,512,0,0,1023,512,K
388,825,474,754,588,741,1023,1023,1023,1023,1023,1023,0,0,1023,0,W
397,839,596,799,722,740,512,1023,1023,1023,512,1023,512,0,1023,512,M
386,826,606,775,584,717,1023,1023,1023,1023,1023,1023,0,0,1023,0,V
402,832,614,832,715,709,1023,1023,1023,1023,512,1023,512,0,1023,0,C
385,813,474,751,587,740,1023,1023,1023,1023,1023,1023,0,0,1023,0,W
387,830,606,776,585,718,1023,1023,1023,1023,1023,1023,0,0,1023,0,V
397,835,600,833,591,754,1023,1023,1023,512,1023,1023,0,0,1023,512,D
389,836,613,765,579,714,1023,1023,1023,1023,512,1023,512,0,1023,0,U
371,805,561,962,673,726,1023,1023,1023,512,512,1023,512,0,1023,512,O
440,849,630,988,630,644,1023,1023,1023,1023,1023,1023,0,0,1023,0,G
388,818,473,754,587,741,1023,1023,1023,1023,1023,1023,0,0,1023,0,W
392,828,474,756,587,747,1023,1023,1023,1023,1023,1023,0,0,1023,0,W
404,846,628,759,587,715,1023,1023,1023,1023,1023,512,0,512,1023,0,R
394,830,475,757,587,736,1023,1023,1023,1023,1023,1023,0,0,1023,0,W
390,815,472,752,587,743,1023,1023,1023,1023,1023,1023,0,0,1023,0,W
446,848,628,990,632,653,1023,1023,1023,1023,1023,1023,0,0,1023,0,G
390,829,592,821,715,611,1023,1023,1023,1023,1023,512,0,0,1023,512,T
396,840,596,798,721,736,512,1023,1023,1023,512,1023,512,0,1023,512,M
394,858,626,818,731,780,1023,512,1023,1023,512,1023,512,0,1023,512,E
397,837,601,833,592,756,1023,1023,1023,512,1023,1023,0,0,1023,512,D
389,832,607,772,585,720,1023,1023,1023,1023,1023,1023,0,0,1023,0,V
405,760,480,747,694,742,1023,1023,1023,1023,1023,1023,0,0,512,512,F
408,760,480,743,694,743,1023,1023,1023,1023,1023,1023,0,0,512,512,F
391,827,591,830,715,611,1023,1023,1023,1023,1023,512,0,0,1023,512,T
401,855,624,846,733,768,1023,1023,1023,1023,1023,1023,0,0,1023,0,X
441,850,631,989,631,644,1023,1023,1023,1023,1023,1023,0,0,1023,0,G
392,824,473,754,587,741,1023,1023,1023,1023,1023,1023,0,0,1023,0,W
394,857,625,817,730,779,1023,512,1023,1023,512,1023,512,0,1023,512,E
386,831,644,824,754,806,1023,1023,1023,1023,512,1023,512,0,1023,0,S
391,780,613,829,755,633,1023,1023,1023,1023,512,1023,512,0,1023,0,Y
436,836,618,986,612,736,1023,1023,1023,1023,512,1023,512,0,1023,0,H
389,765,614,823,754,630,1023,1023,1023,1023,512,1023,512,0,1023,0,Y
391,774,613,804,755,630,1023,1023,1023,1023,512,1023,512,0,1023,0,Y
403,844,619,827,577,608,1023,1023,1023,1023,1023,1023,0,0,1023,0,L
387,832,643,830,752,805,1023,1023,1023,1023,512,1023,512,0,1023,0,S
405,773,490,752,596,732,1023,1023,1023,1023,512,1023,512,0,1023,0,B
395,846,626,817,734,766,1023,1023,1023,1023,1023,1023,0,0,1023,0,X
436,837,618,987,614,734,1023,1023,1023,1023,512,1023,512,0,1023,0,H
395,851,627,878,734,758,1023,1023,1023,1023,1023,1023,0,0,1023,0,X
413,760,619,811,735,746,1023,1023,1023,1023,512,1023,512,0,1023,0,I
435,837,618,987,612,736,1023,1023,1023,1023,512,1023,512,0,1023,0,H
392,835,607,770,586,715,1023,1023,1023,1023,1023,1023,0,0,1023,0,V
404,837,624,768,590,731,1023,1023,1023,1023,1023,512,0,512,1023,0,R
398,842,598,801,723,741,512,1023,1023,1023,512,1023,512,0,1023,512,M
404,844,620,833,577,610,1023,1023,1023,1023,1023,1023,0,0,1023,0,L
434,838,618,987,612,733,1023,1023,1023,1023,512,1023,512,0,1023,0,H
441,849,630,988,630,643,1023,1023,1023,1023,1023,1023,0,0,1023,0,G
389,836,605,771,589,719,1023,1023,1023,1023,1023,1023,0,0,1023,0,V
388,776,614,841,752,629,1023,1023,1023,1023,512,1023,512,0,1023,0,Y
434,837,618,988,613,733,1023,1023,1023,1023,512,1023,512,0,1023,0,H
381,826,610,807,629,555,1023,1023,1023,1023,1023,1023,0,0,1023,0,Q
414,833,599,817,603,684,1023,1023,1023,1023,1023,512,0,0,1023,512,K
403,879,647,845,767,671,1023,1023,1023,1023,512,1023,512,0,1023,0,A
396,844,614,816,747,714,1023,1023,512,1023,512,1023,512,0,1023,512,N
381,816,596,791,721,695,1023,1023,512,1023,512,1023,512,0,1023,512,N
395,829,611,775,578,720,1023,1023,1023,1023,512,1023,512,0,1023,0,U
385,823,592,800,711,638,1023,1023,1023,1023,1023,512,0,0,1023,512,T
389,819,474,755,588,740,1023,1023,1023,1023,1023,1023,0,0,1023,0,W
393,821,473,754,589,740,1023,1023,1023,1023,1023,1023,0,0,1023,0,W
376,819,570,973,683,740,1023,1023,1023,512,512,1023,512,0,1023,512,O
393,843,607,772,587,721,1023,1023,1023,1023,1023,1023,0,0,1023,0,V
389,817,473,753,586,742,1023,1023,1023,1023,1023,1023,0,0,1023,0,W
405,772,490,753,595,732,1023,1023,1023,1023,512,1023,512,0,1023,0,B
391,775,613,840,755,633,1023,1023,1023,1023,512,1023,512,0,1023,0,Y
385,809,474,750,587,742,1023,1023,1023,1023,1023,1023,0,0,1023,0,W
394,847,615,822,750,716,1023,1023,512,1023,512,1023,512,0,1023,512,N
393,833,607,774,585,714,1023,1023,1023,1023,1023,1023,0,0,1023,0,V
393,844,612,816,744,713,1023,1023,512,1023,512,1023,512,0,1023,512,N
405,760,480,753,694,743,1023,1023,1023,1023,1023,1023,0,0,512,512,F
384,829,473,756,588,744,1023,1023,1023,1023,1023,1023,0,0,1023,0,W
449,845,625,989,632,652,1023,1023,1023,1023,1023,1023,0,0,1023,0,G
391,842,552,770,581,720,1023,1023,1023,1023,512,1023,512,0,1023,0,U
391,810,474,755,587,741,1023,1023,1023,1023,1023,1023,0,0,1023,0,W
395,847,626,820,733,769,1023,1023,1023,1023,1023,1023,0,0,1023,0,X
388,762,613,798,754,627,1023,1023,1023,1023,512,1023,512,0,1023,0,Y
387,820,471,753,586,739,1023,1023,1023,1023,1023,1023,0,0,1023,0,W
373,809,564,967,676,729,1023,1023,1023,512,512,1023,512,0,1023,512,O
387,830,641,819,750,801,1023,1023,1023,1023,512,1023,512,0,1023,0,S
385,819,591,812,710,635,1023,1023,1023,1023,1023,512,0,0,1023,512,T
415,746,620,811,737,750,1023,1023,1023,1023,512,1023,512,0,1023,0,I
381,826,608,803,627,559,1023,1023,1023,1023,1023,1023,0,0,1023,0,Q
438,836,618,987,613,736,1023,1023,1023,1023,512,1023,512,0,1023,0,H
380,829,606,807,627,559,1023,1023,1023,1023,1023,1023,0,0,1023,0,Q
395,863,628,825,736,788,1023,512,1023,1023,512,1023,512,0,1023,512,E
413,760,619,810,735,746,1023,1023,1023,1023,512,1023,512,0,1023,0,I
380,826,608,803,626,559,1023,1023,1023,1023,1023,1023,0,0,1023,0,Q
501,781,568,777,592,697,1023,1023,1023,1023,1023,512,0,0,1023,512,P
407,758,479,744,694,743,1023,1023,1023,1023,1023,1023,0,0,512,512,F
408,843,627,763,588,718,1023,1023,1023,1023,1023,512,0,512,1023,0,R
415,747,621,813,739,749,1023,1023,1023,1023,512,1023,512,0,1023,0,I
505,793,575,783,600,704,1023,1023,1023,1023,1023,512,0,0,1023,512,P
409,848,625,765,588,714,1023,1023,1023,1023,1023,512,0,512,1023,0,R
396,840,596,798,721,735,512,1023,1023,1023,512,1023,512,0,1023,512,M
506,801,576,783,601,705,1023,1023,1023,1023,1023,512,0,0,1023,512,P
389,767,614,829,755,630,1023,1023,1023,1023,512,1023,512,0,1023,0,Y
388,820,591,835,715,618,1023,1023,1023,1023,1023,512,0,0,1023,512,T
413,834,599,812,605,671,1023,1023,1023,1023,1023,512,0,0,1023,512,K
395,843,551,764,581,720,1023,1023,1023,1023,512,1023,512,0,1023,0,U
390,832,612,773,577,720,1023,1023,1023,1023,512,1023,512,0,1023,0,U
380,826,607,803,627,559,1023,1023,1023,1023,1023,1023,0,0,1023,0,Q
388,820,472,755,586,746,1023,1023,1023,1023,1023,1023,0,0,1023,0,W
414,759,620,811,736,748,1023,1023,1023,1023,512,1023,512,0,1023,0,I
414,760,619,810,735,746,1023,1023,1023,1023,512,1023,512,0,1023,0,I
389,821,473,753,589,741,1023,1023,1023,1023,1023,1023,0,0,1023,0,W
397,834,600,833,588,753,1023,1023,1023,512,1023,1023,0,0,1023,512,D
399,838,615,823,572,604,1023,1023,1023,1023,1023,1023,0,0,1023,0,L
393,834,608,775,587,714,1023,1023,1023,1023,1023,1023,0,0,1023,0,V
381,826,608,802,630,557,1023,1023,1023,1023,1023,1023,0,0,1023,0,Q
386,811,474,751,588,751,1023,1023,1023,1023,1023,1023,0,0,1023,0,W
442,852,633,990,630,640,1023,1023,1023,1023,1023,1023,0,0,1023,0,G
444,841,622,984,632,651,1023,1023,1023,1023,1023,1023,0,0,1023,0,G
408,847,624,764,589,746,1023,1023,1023,1023,1023,512,0,512,1023,0,R
395,843,610,762,582,716,1023,1023,1023,1023,512,1023,512,0,1023,0,U
387,814,475,764,588,742,1023,1023,1023,1023,1023,1023,0,0,1023,0,W
402,879,645,844,764,669,1023,1023,1023,1023,512,1023,512,0,1023,0,A
405,841,625,760,584,714,1023,1023,1023,1023,1023,512,0,512,1023,0,R
397,835,602,834,589,756,1023,1023,1023,512,1023,1023,0,0,1023,512,D
403,848,621,826,578,611,1023,1023,1023,1023,1023,1023,0,0,1023,0,L
504,786,570,775,598,700,1023,1023,1023,1023,1023,512,0,0,1023,512,P
404,848,622,826,589,611,1023,1023,1023,1023,1023,1023,0,0,1023,0,L
390,774,613,830,753,631,1023,1023,1023,1023,512,1023,512,0,1023,0,Y
393,840,612,768,580,725,1023,1023,1023,1023,512,1023,512,0,1023,0,U
406,761,480,749,694,742,1023,1023,1023,1023,1023,1023,0,0,512,512,F
392,765,614,812,753,630,1023,1023,1023,1023,512,1023,512,0,1023,0,Y
445,843,623,985,632,651,1023,1023,1023,1023,1023,1023,0,0,1023,0,G
394,859,627,820,732,781,1023,512,1023,1023,512,1023,512,0,1023,512,E
417,832,598,814,605,675,1023,1023,1023,1023,1023,512,0,0,1023,512,K
384,825,600,798,729,699,1023,1023,512,1023,512,1023,512,0,1023,512,N
375,815,568,971,681,738,1023,1023,1023,512,512,1023,512,0,1023,512,O
404,881,650,848,770,672,1023,1023,1023,1023,512,1023,512,0,1023,0,A
385,839,647,840,757,810,1023,1023,1023,1023,512,1023,512,0,1023,0,S
389,828,474,752,587,743,1023,1023,1023,1023,1023,1023,0,0,1023,0,W
407,755,478,740,693,742,1023,1023,1023,1023,1023,1023,0,0,512,512,F
415,838,599,811,604,677,1023,1023,1023,1023,1023,512,0,0,1023,512,K
373,810,564,968,677,730,1023,1023,1023,512,512,1023,512,0,1023,512,O
444,853,634,991,630,640,1023,1023,1023,1023,1023,1023,0,0,1023,0,G
391,817,474,755,586,746,1023,1023,1023,1023,1023,1023,0,0,1023,0,W
372,807,562,963,674,729,1023,1023,1023,512,512,1023,512,0,1023,512,O
388,817,474,754,583,739,1023,1023,1023,1023,1023,1023,0,0,1023,0,W
380,826,608,803,627,559,1023,1023,1023,1023,1023,1023,0,0,1023,0,Q
408,756,479,741,693,742,1023,1023,1023,1023,1023,1023,0,0,512,512,F
391,838,608,773,587,718,1023,1023,1023,1023,1023,1023,0,0,1023,0,V
389,775,615,837,755,631,1023,1023,1023,1023,512,1023,512,0,1023,0,Y
394,857,625,818,731,779,1023,512,1023,1023,512,1023,512,0,1023,512,E
397,847,600,802,724,749,512,1023,1023,1023,512,1023,512,0,1023,512,M
406,762,480,748,695,742,1023,1023,1023,1023,1023,1023,0,0,512,512,F
398,848,626,813,733,768,1023,1023,1023,1023,1023,1023,0,0,1023,0,X
449,846,626,989,631,651,1023,1023,1023,1023,1023,1023,0,0,1023,0,G
415,749,621,814,738,752,1023,1023,1023,1023,512,1023,512,0,1023,0,I
385,830,644,823,756,808,1023,1023,1023,1023,512,1023,512,0,1023,0,S
401,850,623,766,590,736,1023,1023,1023,1023,1023,512,0,512,1023,0,R
404,847,621,829,578,610,1023,1023,1023,1023,1023,1023,0,0,1023,0,L
391,828,473,755,586,746,1023,1023,1023,1023,1023,1023,0,0,1023,0,W
395,843,608,774,587,721,1023,1023,1023,1023,1023,1023,0,0,1023,0,V
413,760,619,810,735,745,1023,1023,1023,1023,512,1023,512,0,1023,0,I
391,765,613,835,752,630,1023,1023,1023,1023,512,1023,512,0,1023,0,Y
388,761,614,827,756,631,1023,1023,1023,1023,512,1023,512,0,1023,0,Y
404,844,624,771,589,738,1023,1023,1023,1023,1023,512,0,512,1023,0,R
397,848,627,824,732,771,1023,1023,1023,1023,1023,1023,0,0,1023,0,X
404,845,620,833,577,609,1023,1023,1023,1023,1023,1023,0,0,1023,0,L
381,825,609,807,628,554,1023,1023,1023,1023,1023,1023,0,0,1023,0,Q
370,803,560,961,671,724,1023,1023,1023,512,512,1023,512,0,1023,512,O
389,833,642,840,749,803,1023,1023,1023,1023,512,1023,512,0,1023,0,S
392,829,474,754,586,742,1023,1023,1023,1023,1023,1023,0,0,1023,0,W
386,829,643,820,750,802,1023,1023,1023,1023,512,1023,512,0,1023,0,S
406,760,480,749,695,743,1023,1023,1023,1023,1023,1023,0,0,512,512,F
405,760,481,750,694,743,1023,1023,1023,1023,1023,1023,0,0,512,512,F
401,834,609,828,708,704,1023,1023,1023,1023,512,1023,512,0,1023,0,C
394,858,626,819,731,781,1023,512,1023,1023,512,1023,512,0,1023,512,E
389,824,607,805,737,702,1023,1023,512,1023,512,1023,512,0,1023,512,N
387,837,553,772,581,717,1023,1023,1023,1023,512,1023,512,0,1023,0,U
413,760,619,811,735,745,1023,1023,1023,1023,512,1023,512,0,1023,0,I
416,840,599,818,605,675,1023,1023,1023,1023,1023,512,0,0,1023,512,K
397,848,626,839,735,769,1023,1023,1023,1023,1023,1023,0,0,1023,0,X
444,841,621,984,632,652,1023,1023,1023,1023,1023,1023,0,0,1023,0,G
394,857,625,817,730,779,1023,512,1023,1023,512,1023,512,0,1023,512,E
435,836,618,985,609,735,1023,1023,1023,1023,512,1023,512,0,1023,0,H
391,841,553,763,582,720,1023,1023,1023,1023,512,1023,512,0,1023,0,U
397,840,597,801,724,745,512,1023,1023,1023,512,1023,512,0,1023,512,M
387,812,474,754,588,738,1023,1023,1023,1023,1023,1023,0,0,1023,0,W
395,832,610,775,579,719,1023,1023,1023,1023,512,1023,512,0,1023,0,U
403,844,619,826,577,608,1023,1023,1023,1023,1023,1023,0,0,1023,0,L
441,852,633,990,630,641,1023,1023,1023,1023,1023,1023,0,0,1023,0,G
416,836,599,815,605,675,1023,1023,1023,1023,1023,512,0,0,1023,512,K
380,829,606,809,626,559,1023,1023,1023,1023,1023,1023,0,0,1023,0,Q
509,782,570,773,604,703,1023,1023,1023,1023,1023,512,0,0,1023,512,P
406,845,621,830,580,609,1023,1023,1023,1023,1023,1023,0,0,1023,0,L
436,837,618,987,614,734,1023,1023,1023,1023,512,1023,512,0,1023,0,H
395,836,607,772,587,721,1023,1023,1023,1023,1023,1023,0,0,1023,0,V
413,759,619,811,735,746,1023,1023,1023,1023,512,1023,512,0,1023,0,I
397,835,600,833,587,754,1023,1023,1023,512,1023,1023,0,0,1023,512,D
399,855,625,847,733,769,1023,1023,1023,1023,1023,1023,0,0,1023,0,X
370,804,560,960,672,725,1023,1023,1023,512,512,1023,512,0,1023,512,O
397,847,600,802,724,746,512,1023,1023,1023,512,1023,512,0,1023,512,M
368,799,557,954,668,721,1023,1023,1023,512,512,1023,512,0,1023,512,O
396,846,625,811,734,766,1023,1023,1023,1023,1023,1023,0,0,1023,0,X
397,841,597,798,722,738,512,1023,1023,1023,512,1023,512,0,1023,512,M
407,754,478,737,692,740,1023,1023,1023,1023,1023,1023,0,0,512,512,F
397,843,617,821,751,715,1023,1023,512,1023,512,1023,512,0,1023,512,N
393,821,475,753,586,746,1023,1023,1023,1023,1023,1023,0,0,1023,0,W
369,800,557,957,668,720,1023,1023,1023,512,512,1023,512,0,1023,512,O
390,831,567,764,580,719,1023,1023,1023,1023,512,1023,512,0,1023,0,U
402,848,623,769,591,733,1023,1023,1023,1023,1023,512,0,512,1023,0,R
380,826,607,804,627,559,1023,1023,1023,1023,1023,1023,0,0,1023,0,Q
402,831,613,832,714,711,1023,1023,1023,1023,512,1023,512,0,1023,0,C
387,823,590,792,711,632,1023,1023,1023,1023,1023,512,0,0,1023,512,T
396,861,630,826,736,786,1023,512,1023,1023,512,1023,512,0,1023,512,E
397,847,600,802,724,748,512,1023,1023,1023,512,1023,512,0,1023,512,M
385,831,642,809,750,801,1023,1023,1023,1023,512,1023,512,0,1023,0,S
362,786,547,940,657,708,1023,1023,1023,512,512,1023,512,0,1023,512,O
404,882,651,849,771,672,1023,1023,1023,1023,512,1023,512,0,1023,0,A
397,834,601,833,588,754,1023,1023,1023,512,1023,1023,0,0,1023,512,D
385,829,642,866,753,807,1023,1023,1023,1023,512,1023,512,0,1023,0,S
396,842,569,768,581,724,1023,1023,1023,1023,512,1023,512,0,1023,0,U
395,839,607,776,584,714,1023,1023,1023,1023,1023,1023,0,0,1023,0,V
394,845,568,768,581,722,1023,1023,1023,1023,512,1023,512,0,1023,0,U
405,848,629,763,588,720,1023,1023,1023,1023,1023,512,0,512,1023,0,R
391,832,474,754,587,742,1023,1023,1023,1023,1023,1023,0,0,1023,0,W
397,834,600,833,588,754,1023,1023,1023,512,1023,1023,0,0,1023,512,D
390,766,613,828,756,631,1023,1023,1023,1023,512,1023,512,0,1023,0,Y
499,784,567,773,593,693,1023,1023,1023,1023,1023,512,0,0,1023,512,P
408,847,625,766,589,743,1023,1023,1023,1023,1023,512,0,512,1023,0,R
402,835,609,827,709,706,1023,1023,1023,1023,512,1023,512,0,1023,0,C
402,878,645,845,765,670,1023,1023,1023,1023,512,1023,512,0,1023,0,A
401,839,616,832,716,708,1023,1023,1023,1023,512,1023,512,0,1023,0,C
397,835,602,834,589,757,1023,1023,1023,512,1023,1023,0,0,1023,512,D
414,757,619,810,735,746,1023,1023,1023,1023,512,1023,512,0,1023,0,I
389,844,612,766,581,716,1023,1023,1023,1023,512,1023,512,0,1023,0,U
394,857,625,818,731,779,1023,512,1023,1023,512,1023,512,0,1023,512,E
500,783,568,774,594,695,1023,1023,1023,1023,1023,512,0,0,1023,512,P
415,832,599,815,604,674,1023,1023,1023,1023,1023,512,0,0,1023,512,K
405,760,480,754,694,743,1023,1023,1023,1023,1023,1023,0,0,512,512,F
395,863,628,825,737,788,1023,512,1023,1023,512,1023,512,0,1023,512,E
371,805,560,962,672,725,1023,1023,1023,512,512,1023,512,0,1023,512,O
373,809,564,967,676,729,1023,1023,1023,512,512,1023,512,0,1023,512,O
390,821,474,754,589,752,1023,1023,1023,1023,1023,1023,0,0,1023,0,W
403,849,625,798,734,771,1023,1023,1023,1023,1023,1023,0,0,1023,0,X
406,841,621,768,588,731,1023,1023,1023,1023,1023,512,0,512,1023,0,R
388,773,615,798,752,632,1023,1023,1023,1023,512,1023,512,0,1023,0,Y
369,801,558,957,669,720,1023,1023,1023,512,512,1023,512,0,1023,512,O
387,818,473,754,587,743,1023,1023,1023,1023,1023,1023,0,0,1023,0,W
388,814,475,761,587,743,1023,1023,1023,1023,1023,1023,0,0,1023,0,W
396,847,600,802,724,745,512,1023,1023,1023,512,1023,512,0,1023,512,M
391,829,607,771,585,715,1023,1023,1023,1023,1023,1023,0,0,1023,0,V
405,846,627,764,589,714,1023,1023,1023,1023,1023,512,0,512,1023,0,R
390,836,606,808,739,707,1023,1023,512,1023,512,1023,512,0,1023,512,N
389,766,614,839,756,630,1023,1023,1023,1023,512,1023,512,0,1023,0,Y
395,863,627,823,736,788,1023,512,1023,1023,512,1023,512,0,1023,512,E
402,878,645,845,765,650,1023,1023,1023,1023,512,1023,512,0,1023,0,A
393,845,569,771,582,723,1023,1023,1023,1023,512,1023,512,0,1023,0,U
386,828,591,789,713,619,1023,1023,1023,1023,1023,512,0,0,1023,512,T
402,845,620,823,576,608,1023,1023,1023,1023,1023,1023,0,0,1023,0,L
390,841,610,767,582,719,1023,1023,1023,1023,512,1023,512,0,1023,0,U
405,843,627,763,588,714,1023,1023,1023,1023,1023,512,0,512,1023,0,R
392,837,603,765,582,717,1023,1023,1023,1023,512,1023,512,0,1023,0,U
390,814,474,769,588,741,1023,1023,1023,1023,1023,1023,0,0,1023,0,W
392,774,613,833,754,632,1023,1023,1023,1023,512,1023,512,0,1023,0,Y
386,824,591,825,714,624,1023,1023,1023,1023,1023,512,0,0,1023,512,T
405,771,490,753,595,732,1023,1023,1023,1023,512,1023,512,0,1023,0,B
406,763,480,746,695,742,1023,1023,1023,1023,1023,1023,0,0,512,512,F
398,842,598,802,724,740,512,1023,1023,1023,512,1023,512,0,1023,512,M
435,838,618,988,613,734,1023,1023,1023,1023,512,1023,512,0,1023,0,H
387,830,642,819,750,803,1023,1023,1023,1023,512,1023,512,0,1023,0,S
403,848,621,834,579,611,1023,1023,1023,1023,1023,1023,0,0,1023,0,L
403,854,627,858,732,786,1023,1023,1023,1023,1023,1023,0,0,1023,0,X
415,747,621,813,738,750,1023,1023,1023,1023,512,1023,512,0,1023,0,I
386,821,592,795,712,616,1023,1023,1023,1023,1023,512,0,0,1023,512,T
451,847,628,990,632,653,1023,1023,1023,1023,1023,1023,0,0,1023,0,G
381,826,608,801,630,555,1023,1023,1023,1023,1023,1023,0,0,1023,0,Q
449,845,625,988,632,652,1023,1023,1023,1023,1023,1023,0,0,1023,0,G
389,776,613,832,751,630,1023,1023,1023,1023,512,1023,512,0,1023,0,Y
384,830,643,880,753,808,1023,1023,1023,1023,512,1023,512,0,1023,0,S
397,847,600,802,724,746,512,1023,1023,1023,512,1023,512,0,1023,512,M
404,847,621,829,579,610,1023,1023,1023,1023,1023,1023,0,0,1023,0,L
414,835,600,815,605,684,1023,1023,1023,1023,1023,512,0,0,1023,512,K
436,836,618,986,612,736,1023,1023,1023,1023,512,1023,512,0,1023,0,H
404,847,621,825,578,610,1023,1023,1023,1023,1023,1023,0,0,1023,0,L
388,761,614,803,753,629,1023,1023,1023,1023,512,1023,512,0,1023,0,Y
405,771,490,752,595,732,1023,1023,1023,1023,512,1023,512,0,1023,0,B
400,845,624,756,586,711,1023,1023,1023,1023,1023,512,0,512,1023,0,R
398,847,624,809,732,764,1023,1023,1023,1023,1023,1023,0,0,1023,0,X
440,849,630,988,630,644,1023,1023,1023,1023,1023,1023,0,0,1023,0,G
414,833,599,802,605,679,1023,1023,1023,1023,1023,512,0,0,1023,512,K
397,847,600,802,724,752,512,1023,1023,1023,512,1023,512,0,1023,512,M
